"","Date","Minimum temperature","Maximum temperature","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
"1027",2019-07-26,-2.3,16.8,0,NA,NA,"N",33,15:16:00,8.3,68,NA,"NW","6",1025.1,16.4,51,NA,"NNW","17",1021.8
"1028",2019-07-27,2.6,19.5,0,NA,NA,"NNW",48,15:11:00,7.4,99,8,"NNW","7",1022.6,19.1,52,NA,"NNW","37",1017
"1029",2019-07-28,6.3,20,0,NA,NA,"NNW",59,13:29:00,14.6,66,NA,"NNW","31",1014.7,18.6,45,4,"NW","37",1009.3
"1030",2019-07-29,5.9,15.3,0,NA,NA,"WNW",48,00:33:00,11.1,52,NA,"NW","13",1015.9,12.8,49,NA,"NNW","24",1016.3
"1031",2019-07-30,3.6,14.3,0.4,NA,NA,"ESE",35,14:56:00,8.7,55,NA,"SSE","17",1026.9,13.7,35,NA,"ESE","20",1024.8
"1032",2019-07-31,0.2,17.3,0,NA,NA,"NE",30,09:01:00,11.3,57,1,"NE","17",1025.6,15.6,44,7,"NNW","13",1020
"1033",2019-08-01,2.6,20.3,0,NA,NA,"NW",30,10:33:00,11.5,70,8,"W","6",1021.6,19.3,48,1,"NW","11",1017
"1034",2019-08-02,8.9,14.1,0,NA,NA,"ESE",30,17:52:00,14,84,8,NA,"Calm",1017.7,13.7,99,8,"S","6",1013.9
"1035",2019-08-03,10.4,17.9,37.8,NA,NA,"NNW",50,23:27:00,12.7,88,8,"NNW","17",1012.1,15.5,73,1,"N","26",1008.7
"1036",2021-01-10,6.5,19.1,14,NA,NA,"NNE",31,16:24:00,13.9,76,NA,"SW","9",1008.1,15.5,69,8,"NNE","15",1003.7
"1037",2021-02-10,9.1,19.3,0.4,NA,NA,"NW",33,12:54:00,13.9,77,8,"WNW","11",1004.9,15.8,70,7,"WNW","13",1001.8
"1038",2021-03-10,8,18.8,5.6,NA,NA,"NNW",41,18:12:00,12.1,92,1,"NW","9",1005.1,17.2,56,6,"WNW","22",1001.9
"1039",2021-04-10,7.1,19.6,0.6,NA,NA,"WNW",78,20:29:00,14.1,93,NA,"N","7",1000.5,16.7,50,NA,"NW","43",1000.6
"1040",2021-05-10,5.3,13.5,1.6,NA,NA,"NW",57,09:49:00,9.7,71,8,"NW","20",1007,11.2,59,8,"WNW","28",1009.2
"1041",2021-06-10,1.6,18.9,0,NA,NA,"NW",46,13:22:00,10.9,66,NA,"WNW","4",1016.4,18.7,39,NA,"W","28",1012.3
"1042",2021-07-10,4.4,21.2,0,NA,NA,"NW",52,09:10:00,15.1,47,NA,"NNW","24",1008.3,20.5,36,NA,"NW","31",1007.9
"1043",2021-08-10,1.5,19,0,NA,NA,"N",31,14:46:00,9.4,72,NA,"N","7",1018.6,17.9,36,NA,"NNW","15",1015.7
"1044",2021-09-10,0.9,22.6,0,NA,NA,"NW",50,13:53:00,10.8,78,NA,"N","4",1017.5,22,36,NA,"NNW","31",1013.8
"1045",2021-10-10,6.8,21.9,0,NA,NA,"NNW",37,18:08:00,12.4,85,4,"N","6",1009.9,20.1,53,7,"NW","19",1007
"1046",2021-11-10,5,15.6,1.2,NA,NA,"S",35,09:20:00,8.4,61,NA,"SE","17",1015.9,14.3,40,7,"ESE","9",1014.5
"1047",2021-12-10,7.3,13.7,0.2,NA,NA,"E",35,12:28:00,9.4,74,7,"SE","15",1018.9,11.9,66,8,"E","22",1016.4
"1048",2019-08-04,8.6,15.8,0,NA,NA,"ENE",39,10:25:00,10.2,83,7,"E","20",1016.2,14.2,69,8,"ENE","22",1012.3
"1049",2019-08-05,9.2,17.7,27.2,NA,NA,"W",46,03:24:00,10.9,98,8,"E","2",1008.3,16,83,8,"NNW","7",1003.4
"1050",2019-08-06,5.7,14.2,3.6,NA,NA,"NW",48,10:38:00,9.1,80,8,"N","7",1002.6,11.2,82,8,"NW","22",999.1
"1051",2019-08-07,8,17.5,1.8,NA,NA,"WNW",56,14:31:00,10.1,76,8,"N","15",1002.8,16.6,47,1,"WNW","33",1003.2
"1052",2019-08-08,0.3,18.2,0.2,NA,NA,"N",50,12:48:00,10,65,3,"E","4",1014.2,18.1,53,NA,"NNW","26",1012.2
"1053",2019-08-09,2.2,21.2,0,NA,NA,"S",46,19:41:00,11.3,73,NA,"WNW","7",1016.6,20.4,35,NA,"NW","30",1013.7
"1054",2019-08-10,6.8,16.6,0,NA,NA,"SSW",57,10:32:00,14.8,73,4,"NW","15",1015.7,15.1,48,NA,"S","28",1017
"1055",2019-08-11,7.6,18.2,0.4,NA,NA,"SSE",44,15:13:00,12.6,77,8,"S","20",1020.3,16.3,65,8,"ESE","20",1018.3
"1056",2019-08-12,7.4,20.1,0,NA,NA,"ESE",31,12:24:00,14.8,72,8,"SSE","13",1018.3,18.4,60,8,"NE","13",1015.5
"1057",2019-08-13,12.5,22.7,0,NA,NA,"NW",26,11:47:00,15.7,73,4,"NW","6",1018,22,46,1,"NW","11",1014.7
"1058",2019-08-14,7.2,25.1,0,NA,NA,"NNW",39,11:27:00,15.1,86,2,"SW","7",1014.3,23.4,50,8,"NNW","19",1011.6
"1059",2019-08-15,4.4,19.7,0,NA,NA,"WNW",44,17:28:00,12.8,61,NA,"S","15",1015.9,18.7,44,7,"NNW","20",1013.7
"1060",2019-08-16,3.3,17.5,0,NA,NA,"NNW",31,14:49:00,10.3,64,NA,"SSW","9",1016.4,16.2,51,8,"NW","20",1014.8
"1061",2019-08-17,1,19.8,0,NA,NA,"NNW",33,15:58:00,10.3,64,NA,"SW","7",1020.8,18.9,40,NA,"NNW","17",1016.7
"1062",2019-08-18,7,23.3,0,NA,NA,"N",37,15:39:00,13.2,72,NA,"NNW","6",1018.8,22.4,42,NA,"N","24",1014.8
"1063",2019-08-19,4.5,26.6,0,NA,NA,"NW",41,12:51:00,15.1,61,NA,NA,"Calm",1014.6,24.8,30,8,"NNW","20",1010
"1064",2019-08-20,10.1,20.2,0,NA,NA,"NW",63,12:01:00,17,55,8,"NW","26",1005.1,18.1,46,2,"WNW","35",1005.4
"1065",2019-08-21,0.6,17.1,0,NA,NA,"E",39,19:24:00,10.1,46,NA,"SE","15",1017.7,15.1,41,7,"NW","17",1015.9
"1066",2019-08-22,1.3,19.8,0,NA,NA,"E",28,19:33:00,10.8,64,NA,"E","7",1025.5,18.8,38,NA,"NW","9",1022.9
"1067",2021-01-11,3.9,22.8,0,NA,NA,"N",41,11:52:00,13.4,72,7,"SSW","7",1026,21.9,41,1,"NNW","24",1022.3
"1068",2021-02-11,6.2,24.8,0,NA,NA,"ENE",35,17:11:00,16,72,4,"ESE","11",1027,24.5,37,3,"NNW","6",1024.1
"1069",2021-03-11,4.8,23.8,0,NA,NA,"NNW",33,13:53:00,15.5,69,NA,"SSE","6",1025.4,22.5,51,5,"WNW","19",1020.8
"1070",2021-04-11,14.7,16.2,11.6,NA,NA,"ESE",28,22:00:00,14.8,99,8,"SSE","2",1020.8,15.7,99,8,"NNE","13",1019.6
"1071",2021-05-11,12.9,17.2,25.4,NA,NA,"NE",31,13:56:00,14.6,97,8,"ESE","9",1021.3,16.7,73,8,"NE","20",1018.7
"1072",2021-06-11,13.5,22.8,0.6,NA,NA,"WNW",31,13:44:00,16.7,78,8,"NNW","7",1014.7,21.9,60,8,"NNW","22",1010
"1073",2021-07-11,13.2,25.2,16.6,NA,NA,"N",43,14:45:00,17.9,87,6,NA,"Calm",1008.6,24.7,50,3,"NNW","17",1005.8
"1074",2021-08-11,14.7,24.9,0,NA,NA,"NNW",41,15:38:00,16.8,83,8,"NNW","13",1008.3,24.3,31,1,"WNW","20",1006.5
"1075",2021-09-11,12,23.3,0,NA,NA,"NW",43,14:13:00,16.5,69,1,"NNE","11",1011.9,23,35,NA,"NW","28",1009.3
"1076",2021-10-11,11,21.1,0.8,NA,NA,"N",31,12:00:00,16.1,93,8,"S","9",1009,20.2,75,8,"NNW","19",1004.9
"1077",2021-11-11,10.7,23.2,0,NA,NA,"E",46,16:53:00,16,53,NA,"N","11",1005.2,22.6,39,7,"N","20",1001.4
"1078",2021-12-11,8.6,16.3,30.8,NA,NA,"NW",44,17:11:00,10,99,8,"SE","7",996.9,15.3,77,8,"NNW","9",993.2
"1079",2019-08-23,8.8,13.4,5.8,NA,NA,"NNW",37,23:36:00,9.3,96,8,"NW","24",997.2,12.6,85,8,"NW","19",997.8
"1080",2019-08-24,6.1,14,7.2,NA,NA,"NW",65,12:45:00,10.9,61,6,"WNW","26",1005.2,9.9,84,8,"WNW","24",1002.5
"1081",2019-08-25,6.6,13.9,5.6,NA,NA,"WNW",72,02:13:00,7.8,66,8,"NW","20",1005.8,13.2,56,8,"WNW","28",1006.4
"1082",2019-08-26,2.4,17.5,0.6,NA,NA,"NNW",37,14:44:00,9.5,49,NA,"WSW","6",1015,16.2,36,NA,"NW","7",1015.1
"1083",2019-08-27,7.3,20.7,0,NA,NA,"N",30,15:16:00,11.5,69,8,NA,"Calm",1023,19,41,NA,"N","17",1019.8
"1084",2019-08-28,5.4,23.3,0,NA,NA,"NNW",46,15:33:00,14.5,77,NA,"E","4",1019.6,22.8,36,NA,"NNW","28",1014.5
"1085",2019-08-29,11.7,23.1,0,NA,NA,"WSW",52,11:33:00,18.1,58,8,"N","17",1012.3,20.3,53,8,"W","24",1011.6
"1086",2019-08-30,13.7,17.3,2,NA,NA,"SE",30,21:43:00,15.6,94,8,"N","9",1010.1,16.7,86,8,"NW","15",1010.5
"1087",2019-08-31,10.6,16.6,6.4,NA,NA,"E",37,11:49:00,12.9,85,8,"SE","13",1016.1,14.9,70,8,"E","22",1016.5
"1088",2019-09-01,6.8,18.9,0,NA,NA,"E",35,10:33:00,14,62,7,"SE","20",1023.4,15.9,64,8,"ESE","19",1021.1
"1089",2019-09-02,8.3,22.5,0,NA,NA,"NNE",28,14:07:00,14.8,73,8,"E","13",1020.7,21.7,55,2,"NNE","13",1017.3
"1090",2019-09-03,13.9,21.4,0,NA,NA,"NNW",26,10:05:00,18,77,8,"WSW","2",1016.8,19,88,8,"WSW","9",1014.5
"1091",2019-09-04,15,23.7,7.6,NA,NA,"ENE",30,13:07:00,20.9,78,6,"SSW","6",1011.4,19.1,96,8,"E","17",1007.5
"1092",2019-09-05,12.9,14.4,26.8,NA,NA,"SSE",52,13:28:00,14,88,8,"S","17",1010.6,13.7,78,8,"SSE","30",1011.3
"1093",2019-09-06,9.2,14.6,4.8,NA,NA,"SE",50,11:29:00,11,81,8,"SSE","28",1019.9,14.4,64,8,"SE","19",1019.2
"1094",2019-09-07,5,17.8,0,NA,NA,"ENE",35,17:23:00,12.7,68,7,"SSE","11",1023.2,16.8,53,8,"E","19",1020.2
"1095",2019-09-08,4.6,24.2,0,NA,NA,"ENE",35,18:58:00,12.5,67,6,"N","11",1020.6,22.9,37,NA,"NNW","11",1015.8
"1096",2019-09-09,8.3,26.4,0,NA,NA,"E",41,18:38:00,17.3,65,NA,"SSW","7",1017.7,24.3,43,8,"S","11",1014
"1097",2021-01-12,13.1,25.4,0,NA,NA,"SE",37,14:19:00,19,75,8,"N","7",1016.5,25.3,51,8,"WSW","15",1013.7
"1098",2021-02-12,10.6,28.5,0,NA,NA,"WNW",33,16:05:00,20,61,NA,"SSW","2",1016.6,28,38,NA,"N","15",1013.6
"1099",2021-03-12,12.2,30.2,0,NA,NA,"E",50,15:08:00,21.8,67,NA,"NNE","6",1014.9,26.9,43,8,"N","22",1011.8
"1100",2021-04-12,13.7,25.6,0,NA,NA,"E",39,15:27:00,17.8,67,8,NA,"Calm",1013.2,24.7,40,8,"N","20",1010.5
"1101",2021-05-12,10.6,16.6,5,NA,NA,"ESE",39,13:22:00,12.9,66,8,"ESE","19",1020.7,15.5,66,8,"ENE","28",1020.4
"1102",2021-06-12,5.9,20.1,0,NA,NA,"NNE",33,07:38:00,15,66,8,"ENE","19",1018.8,18.1,60,3,"NE","15",1014.9
"1103",2021-07-12,9.8,25.7,0,NA,NA,"NW",41,14:05:00,17.6,75,4,"N","7",1012,23.9,50,8,"NW","24",1008.6
"1104",2021-08-12,13.8,19.7,0.4,NA,NA,"ENE",37,15:31:00,14.1,87,8,"ESE","6",1012.3,18.7,66,8,"NE","19",1011
"1105",2021-09-12,11.6,20.2,9.6,NA,NA,"WNW",30,12:32:00,13.8,91,8,"SSW","9",1010,19.7,60,NA,"SSE","11",1006.8
"1106",2021-10-12,9.8,14.1,34,NA,NA,"SSW",56,07:58:00,11.7,79,8,"SSW","37",1007.3,13.1,74,6,"S","33",1009.1
"1107",2021-11-12,9.7,19.5,1.8,NA,NA,"S",50,00:49:00,13.4,63,8,"S","30",1015,18.5,51,8,"SSE","19",1014
"1108",2021-12-12,7.7,23.2,0,NA,NA,"E",33,17:11:00,14.5,55,NA,"SE","13",1018,21.1,42,6,"ESE","6",1013.9
"1109",2019-09-10,7.3,26.3,0,NA,NA,"ENE",30,18:48:00,12.7,90,8,"N","6",1015.5,24.6,46,NA,"NNW","7",1011.9
"1110",2019-09-11,10.2,28.4,0,NA,NA,"W",24,18:01:00,19.1,68,NA,"SW","9",1014.7,26.9,35,2,"N","9",1012.6
"1111",2019-09-12,10.2,30.2,0,NA,NA,"WNW",87,15:08:00,20,62,NA,"N","2",1012.7,29.8,35,2,"WNW","17",1008.3
"1112",2019-09-13,11.7,25.7,3.8,NA,NA,"ENE",37,17:09:00,18.3,75,NA,"NE","6",1012.3,24.2,42,8,"N","13",1010.8
"1113",2019-09-14,13.3,27,0.2,NA,NA,"NNW",37,16:02:00,15.3,75,8,"NE","9",1016.4,26.1,39,NA,"NW","20",1012.7
"1114",2019-09-15,14.4,30.8,0,NA,NA,"NNW",89,17:39:00,22.7,68,4,"SE","6",1013.2,28.8,44,7,"NNW","30",1010.1
"1115",2019-09-16,15.8,22.7,22.4,NA,NA,"NNW",65,16:58:00,22.6,66,NA,"NW","9",1009.1,18.1,97,8,"NNW","35",1007.7
"1116",2019-09-17,13.2,26,7.8,NA,NA,"N",43,13:37:00,18.1,48,NA,"NNW","13",1013.2,25.1,44,NA,"NNW","28",1011.7
"1117",2019-09-18,7.7,28.6,0,NA,NA,"N",41,13:37:00,16.2,59,NA,"NNW","4",1013.6,28,38,NA,"N","28",1010.3
"1118",2019-09-19,10.8,30.1,0,NA,NA,"WNW",50,11:14:00,20.2,61,NA,NA,"Calm",1011.6,28.8,25,NA,"N","20",1008.3
"1119",2019-09-20,15.9,29,0,NA,NA,"E",56,17:45:00,18.1,78,8,"SSE","2",1012.2,26,42,3,"WNW","17",1008.6
"1120",2019-09-21,15.1,28.2,0,NA,NA,"NNW",35,14:37:00,19.1,72,8,"N","7",1014.7,26,48,NA,"N","15",1011.4
"1121",2019-09-22,17.3,30.5,0,NA,NA,"E",37,18:12:00,21.5,75,NA,"N","9",1014.7,29.6,25,NA,"SW","24",1011.6
"1122",2019-09-23,15.3,24.6,0,NA,NA,"E",52,14:52:00,21.9,72,8,"E","7",1014,20.3,73,1,"ENE","30",1010.5
"1123",2019-09-24,11.7,17.5,2.4,NA,NA,"ESE",39,14:40:00,12.4,95,8,"E","13",1018.4,16.4,62,8,"ESE","24",1017.7
"1124",2019-09-25,7.8,20.3,0,NA,NA,"ESE",43,15:26:00,12.7,63,6,"SSE","22",1020.3,19,47,4,"ESE","26",1017.7
"1125",2019-09-26,4.8,25.6,0,NA,NA,"E",31,18:51:00,14.5,60,NA,"WNW","4",1019.1,24.3,30,NA,"SSE","13",1014.7
"1126",2019-09-27,8.9,29,0,NA,NA,"NNE",28,14:43:00,18.7,71,NA,NA,"Calm",1016.4,27.3,33,7,"NE","13",1013.2
"1127",2019-09-28,10.7,30.9,0,NA,NA,"E",39,16:13:00,20.5,61,NA,NA,"Calm",1015.3,30.5,26,1,"ESE","20",1011.7
"1128",2022-01-01,10.6,30.5,0,NA,NA,"NNW",31,10:35:00,19.1,68,NA,"N","4",1013.8,29.8,35,NA,"NW","13",1008.2
"1129",2022-02-01,13.3,32.6,0,NA,NA,"SE",59,17:39:00,22.8,64,NA,"N","9",1009.9,31.4,25,6,"W","11",1006.3
"1130",2022-03-01,13.6,28.9,5,NA,NA,"E",46,15:49:00,21.9,57,NA,"SE","7",1010.6,27.4,48,2,"ENE","24",1007.8
"1131",2022-04-01,12.6,27.6,0.2,NA,NA,"ESE",35,13:19:00,18.4,88,8,"SE","13",1011.9,26.9,48,NA,"E","17",1009.5
"1132",2022-05-01,13.6,26.1,0,NA,NA,"ESE",43,12:53:00,20.5,66,8,"SE","11",1012.7,25.1,61,8,"ESE","26",1010.5
"1133",2022-06-01,17.9,27.9,1.6,NA,NA,"NE",50,13:20:00,21.4,78,7,"NNE","17",1012.8,24.9,65,5,"ENE","30",1010.6
"1134",2022-07-01,16.8,23.5,35.4,NA,NA,"NNW",35,11:34:00,19.7,95,4,"SSE","9",1011.9,21.4,76,8,"N","11",1010.9
"1135",2022-08-01,14.2,28.1,13.2,NA,NA,"NW",43,13:30:00,17.7,99,8,"W","9",1009.8,27.6,45,1,"NW","22",1009
"1136",2022-09-01,17.2,27,0,NA,NA,"NE",37,15:08:00,19.8,74,8,"E","13",1015.8,25.5,60,2,"N","9",1014.2
"1137",2022-10-01,16.6,31.8,0,NA,NA,"ENE",28,18:00:00,22.8,76,7,"E","11",1018.8,30.4,33,7,"W","9",1016.1
"1138",2022-11-01,17.4,25.5,0,NA,NA,"E",33,17:13:00,23.6,68,8,"ENE","13",1019.7,21.7,86,8,"SW","11",1018.5
"1139",2022-12-01,17.2,26.8,0.8,NA,NA,"ESE",43,17:09:00,19.4,71,8,"S","20",1020.7,25,46,8,"ESE","24",1018.2
"1140",2019-09-29,15.8,26,0,NA,NA,"E",41,18:38:00,19.8,70,8,"SSE","15",1019.3,24.3,54,2,"ENE","20",1015.2
"1141",2019-09-30,16.4,28.4,0,NA,NA,"N",31,16:39:00,19.3,80,8,"SSE","9",1010.3,26.9,54,8,"W","9",1006.8
"1142",2019-10-01,16.5,28.4,11.2,NA,NA,"NNW",44,00:01:00,19.2,86,8,"S","7",1005.6,25.2,65,8,"SSW","6",1003.4
"1143",2019-10-02,13.4,30,1.6,NA,NA,"NW",31,13:58:00,20.5,75,6,"ENE","9",1008.8,28.7,49,NA,"NW","13",1007
"1144",2019-10-03,15.4,28.1,0,NA,NA,"NNW",30,11:20:00,21.1,75,8,"SE","7",1010.5,24.8,56,8,"NW","13",1010.1
"1145",2019-10-04,18.4,22,0,NA,NA,"ENE",30,17:44:00,21.7,75,7,"NNE","9",1012.1,18.5,88,8,"NE","11",1012.4
"1146",2019-10-05,14.2,21.4,12.6,NA,NA,"SE",54,18:31:00,17.1,71,7,"SSE","15",1020,19.3,60,7,"ESE","31",1021.4
"1147",2019-10-06,14,18.7,0.2,NA,NA,"SE",46,08:38:00,15.9,69,8,"SE","20",1027.4,17.8,66,8,"ESE","22",1027.7
"1148",2019-10-07,11.1,24.5,0,NA,NA,"E",39,16:08:00,17.7,63,5,"SE","11",1028.4,22.6,48,4,"ESE","13",1026.1
"1149",2019-10-08,7.8,24.7,0,NA,NA,"NE",37,11:35:00,16.6,71,NA,"NW","7",1024.7,23.1,43,1,"E","15",1020.8
"1150",2019-10-09,10.9,25.9,0,NA,NA,"E",35,13:53:00,17.9,73,8,"SSE","11",1018.7,24.3,50,4,"E","24",1014.5
"1151",2019-10-10,10.8,25.7,0,NA,NA,"ESE",28,19:41:00,17.6,66,NA,"ESE","11",1014.2,24.4,48,NA,"E","13",1010.3
"1152",2019-10-11,15.7,28.5,0,NA,NA,"ENE",33,19:52:00,19,70,8,"E","6",1010.9,26.5,37,5,"N","7",1007.9
"1153",2019-10-12,15.5,27.6,0,NA,NA,"ENE",35,16:51:00,19.7,74,8,"ESE","2",1012.8,26.4,51,3,"NE","11",1011.1
"1154",2019-10-13,11.4,28.5,0,NA,NA,"N",35,14:36:00,18.1,67,5,"ENE","13",1015.2,25.7,47,6,"ENE","15",1011.7
"1155",2019-10-14,15.4,28.8,0,NA,NA,"NNW",35,11:58:00,20.8,79,7,"NNE","2",1015.3,25.7,70,8,"N","19",1012.9
"1156",2019-10-15,19.8,25.3,1,NA,NA,"SW",30,11:24:00,22.1,96,8,NA,"Calm",1014.6,21.6,97,8,"S","6",1014.3
"1157",2019-10-16,18.2,27.1,10,NA,NA,"E",31,18:12:00,20.8,81,8,"ENE","11",1015.3,25.3,58,8,"ENE","15",1012.4
"1158",2019-10-17,17.4,28.4,5.2,NA,NA,"S",30,16:17:00,20.3,87,8,"SE","4",1010.6,26.3,55,8,"W","7",1006.6
"1159",2022-01-02,14.1,29.4,0.4,NA,NA,"NNW",43,18:12:00,17.4,100,8,NA,"Calm",1004.2,28.9,54,8,"WNW","19",1000.3
"1160",2022-02-02,17.4,23.1,0,NA,NA,"E",33,13:03:00,18.2,77,8,"SSE","13",1003.8,19,74,7,"ENE","26",1004.3
"1161",2022-03-02,9,23.2,0,NA,NA,"S",54,21:28:00,15.8,58,4,"S","20",1008.6,22.2,37,1,"SSE","15",1006.8
"1162",2022-04-02,6.7,20.7,0,NA,NA,"ESE",52,15:06:00,14.4,68,8,"SSE","20",1015.8,18.8,51,8,"SE","24",1016.7
"1163",2022-05-02,11.8,22.4,0,NA,NA,"ESE",44,08:04:00,15.8,67,6,"ESE","31",1020.2,21.3,43,5,"ESE","26",1019.1
"1164",2022-06-02,8.4,22,0,NA,NA,"SE",46,16:42:00,15.2,66,7,"SE","20",1023.9,20.8,45,4,"ESE","26",1023.7
"1165",2022-07-02,7.8,23.6,0,NA,NA,"ESE",46,15:16:00,14.5,74,8,"SE","13",1023.8,22.5,42,3,"ESE","24",1019.8
"1166",2022-08-02,9.2,24.9,0,NA,NA,"S",33,18:37:00,16.8,60,NA,"SSE","17",1017,23.9,35,NA,"WSW","13",1012.2
"1167",2022-09-02,10,27.4,9.2,NA,NA,"WNW",46,13:32:00,13,100,8,"NNW","6",1011.9,27.1,32,6,"W","31",1009.6
"1168",2022-10-02,10.5,30.3,0,NA,NA,"ENE",39,18:23:00,18.4,68,NA,"NNW","6",1012.9,28.9,34,1,"WNW","26",1010.8
"1169",2022-11-02,14,24.7,0,NA,NA,"E",43,16:32:00,17.6,78,8,NA,"Calm",1017.4,22.9,54,7,"NE","22",1015.4
"1170",2022-12-02,10.3,24.4,0,NA,NA,"ESE",41,17:17:00,17,62,NA,"SE","13",1018.8,22.3,46,6,"ESE","24",1017.2
"1171",2019-10-18,9.8,26.8,0,NA,NA,"NNE",31,17:30:00,16.2,74,7,"S","9",1021.7,24.5,40,NA,"NW","13",1019.4
"1172",2019-10-19,10.9,30.6,0,NA,NA,"NNE",31,16:29:00,17.6,77,NA,NA,"Calm",1023.9,28.2,31,NA,"WSW","7",1021.3
"1173",2019-10-20,11.1,32.7,0,NA,NA,"ENE",46,15:12:00,18.9,70,NA,"S","6",1023.6,30.8,28,4,"ENE","15",1019.8
"1174",2019-10-21,11.7,31,0,NA,NA,"ESE",30,10:10:00,18.8,76,NA,"E","4",1019.5,29.6,24,NA,"NNW","19",1014
"1175",2019-10-22,13.1,30.7,0,NA,NA,"WNW",39,16:07:00,19.3,67,3,NA,"Calm",1010.3,28.8,38,2,"NW","20",1007.7
"1176",2019-10-23,10.6,29.2,0,NA,NA,"ESE",46,17:46:00,18.4,74,NA,"N","7",1010.1,27.7,21,NA,"NNW","13",1009.4
"1177",2019-10-24,14.1,24,0,NA,NA,"ENE",33,12:14:00,16.1,65,8,"SE","9",1020,22.6,50,5,"NE","17",1017.1
"1178",2019-10-25,12.2,30.3,0,NA,NA,"WNW",46,12:31:00,17.8,71,1,"NE","7",1012.6,27.4,47,8,"NNW","20",1006.1
"1179",2019-10-26,12.3,29.2,0,NA,NA,"E",50,18:51:00,17.6,76,NA,"S","9",1008.4,28.2,25,NA,"W","24",1007.7
"1180",2019-10-27,16,22.1,0,NA,NA,"E",44,16:58:00,17.2,72,8,"S","13",1017.8,21.2,64,4,"E","28",1017.3
"1181",2019-10-28,14.3,25.5,0,NA,NA,"NE",41,12:45:00,18.9,94,8,"SE","11",1019.9,23.4,77,7,"ESE","19",1017.7
"1182",2019-10-29,16.5,27,3.2,NA,NA,"ESE",41,15:58:00,19.9,92,8,"SSE","9",1018.6,26.4,54,8,"SW","9",1015.1
"1183",2019-10-30,17.8,22.9,0.6,NA,NA,"ENE",33,15:02:00,19.1,92,8,"S","13",1016,22.4,69,8,"ESE","15",1013.8
"1184",2019-10-31,15.9,22.8,9.4,NA,NA,"E",31,15:38:00,17.5,99,8,"SE","6",1016.4,21.9,67,8,"ENE","15",1014
"1185",2019-11-01,14.2,25.8,32.4,NA,NA,"ENE",30,17:06:00,17,84,8,"SE","6",1015.1,23.9,54,8,"NNE","9",1012.3
"1186",2019-11-02,16.5,26.3,0.2,NA,NA,"ENE",43,17:07:00,18.9,96,8,"S","11",1014.3,24.6,58,8,"ENE","17",1012.1
